ext_id,card_title,description,rating,source,deck
85,Clay Starter," Surprisingly strong combo card. Solves the tempo problems that early renovation strategies have. With Clay Starter, you can build clay rooms and compete for first growth. ",4,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,H (C)
86,Clay Supports,"Clay Supports Clay Supports If you only build one clay room, this is a very
marginal play that won't affect the game much; as a result, you should only be
building this when you plan on making at least 2 clay rooms. The question,
then, is whether it is worth renovating to clay early to play this. In 2-p and
3-p, the answer is probably no without further help from your hand. However, in
4-p and 5-p, clay is common enough that if your opponents are hogging wood,
this might be a good alternative.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
87,Clay Worker,"Clay Worker Roughly as good as the Clay Mixer. You usually take wood more than you take
clay, so this occupation will probably worth more clay by the end of the game.
However, the Clay Mixer makes it easier to deny your opponents clay in the
early game and is more efficient if all you want is clay.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
88,Clogs,"Clogs Clogs Paying 1W for 1VP is already decent, and paying 1W
for 2VP is even better. You were were planning on renovating, weren't you?",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
89,Conjurer,"Conjurer This is obviously worse than the seasonal worker, but not much more so. Playing
it turn 1 and then taking TP on rounds 2 and 4 is an ok way to get a grain
engine started.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
90,Conservator,"Conservator Obviously redonkulous. This saves you‚ what? 1 reed, 3-5 clay, and 1 renovation
action? Absurd. One supposed weakness to the occ is that you don't get to play a free
Major/Minor Improvement. However, this isn't a valid concern. Let's compare
someone who renovates fairly and someone who uses the Conservator and then
spends an action on the Major/Minor Improvement space. The 'fair' player: Spends 2 actions renovating Spends about 1 action collecting 3-5 clay Spends about 1/2 of an action collecting 1 reed The Conservator: Spends 1 action playing the Conservator Spends 1 action renovating Spends 1 action playing major/minor improvement Even in this case the Conservator is better (he saves about half an action).
However, the Conservator has 2 additional benefits on top of that: 1) You don't have to buy the Major improvement if there is a more efficient way
of gaining points. For instance, rather than spending 1A on 3 stone and 1A on
Major/Minor to get a well, you can just plow 2 fields. 2) You can wait until much later to renovate. Because of the limited number of
renovation spots, the 'fair' player needs to renovate to clay fairly
early if he wants to get to stone. That means he also has to collect clay and
reed fairly early. The Conservator can just wait until the last possible
moment. I have played this card literally every time I've gotten him, and I'm pretty
sure I've never made a mistake in doing so. In competitive games where
resources are tight, he has singlehandedly won me the game by ensuring me a
stone renovation that otherwise would have been impossible. That's a good sign
of a five star card.",5,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
91,Constable,"Constable If someone besides you gets the 5 VPs for having no negative points, you
probably would have lost to them anyway. This makes the VP ability pretty much
a neutral EV move, although it can be risky if your opponent has either the
Yeoman Farmer or the Hide Farmer.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
92,Cook,"Cook Assuming you can grow your family once before the second harvest and again
before the third, he can save you about 8 food over time. That's not a bad
deal, even considering the fact that he costs an early action.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
93,Cooking Corner,"Cooking Corner Cooking Corner 2VP + SP for free is already a fantastic deal; the
extra food from veggies is just a small bonus. This is a must play every time
you get a Cooking Hearth, and a moderate incentive to go ranching. Just be
careful not to return your Cooking Hearth too early; if someone ends up buying
the Hearth a second time, it means you've probably helped them in the long run.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,E (C)
94,Cooking Hearth,"Cooking Hearth Cooking Hearth Not only is the Cooking Hearth the most versatile
major for feeding in the game, it also offers reasonable efficiency no matter
what you end up doing. As a result, this is Agricola's default cooking
implement; if you get something else, you should have a good reason for it.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,E (C)
95,"Cooking Hearth (minor improvement)","The Cooking Hearth minor improvement is almost
always a great card to have in your hand. In small games where clay is tight
and the most common way to a hearth is to upgrade your fireplace, this adds SP
to a play you were probably going to make anyway. In larger games, it prevents
you from getting shut out from one of the two Cooking Hearths.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,#N/A
96,Copse,"Copse Copse The 2W cost makes this card horrendous. You need
to wait for three harvests before you see a profit in wood, which
simply isn't worth the early 4W investment (you should be using that for your
house!). If you're looking for VP, a stable is exactly the same cost, doesn't
require an action, and will probably provide a much more substantial benefit. Most of the time I would rather play nothing when
I take SP than play the Copse.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
97,Corn Profiteer,"Corn Profiteer This is an interesting card, and I have had several arguments about whether
it's better than Master Brewer. Usually a grain is not worth 2 food in the
early game, so in the beginning he is clearly superior. However, as the game
progresses and food gets more and more plentiful, this will begin to let
ranchers take a grain without using an action. I lean towards the opinion that this guy is pretty strong and better than the
Master Brewer. Paying 2 food for 1 grain is never that great of a deal, even
later in the game. Moreover, while the food he delivers is a tad unreliable, he
should be able to consistently convert your grain to 3 food in the early and
mid game, when you need food the most. Still, like the Master Brewer, you're going to need a grain source for this guy
to be useful.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
98,Corn Scoop,"Corn Scoop Corn Scoop This is an amazing addition to any baking
strategy. If you're trying to get two grain fields sown it will save you an
action, and it can also be used to forgo the need for two grain fields entirely
- just take grain again when you run out. The main reason this isn't a five star card is
that it's pretty lame when you choose not to buy an oven. Maybe you have animal
yard and sheep farmer in your hand. What then? If all of your cards point to
animals and you have the corn scoop, are you really just going to ignore the
rest of your hand and play it?",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
99,Corn Sheaf,"Corn Sheaf Corn Sheaf This is a card that's very easy to overuse. If
you're not planning on using the early grain, don't play this early! The card
is popular enough that it will quickly get passed around after that, and your
opponents will get at least as much benefit as you did. Like all of the
'pass' cards, the fact that you have to pass this to your lefthand
opponent hurts, as he or she is the person that you least want to take SP. That said, this is still an excellent card
provided that you make sure you are breaking its inherent symmetry. Either use
it early so that you can get a grain engine going, or wait till one of the
final rounds to ensure that your opponents don't have much time to use it, then
eliminate a negative. The card's value also increases if your opponents have
already taken grain; the second grain isn't nearly as valuable as the first.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
100,Corn Storehouse,"Corn Storehouse Corn Storehouse If you actually have grain sown early enough to
care about a card like this, then you're probably going to need to sow anyway
just so that you can bake. As a result, this has dubious utility unless you
have a way to get free bake actions, and those are fairly rare. Most of the
time the huge cost of the card isn't worth it - just compare this to Chicken
Coop.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
101,Countryman,"Countryman In bigger games the sow and bake bread space tends to be overcrowded, making
this guy's utility extremely unreliable. It's not like you should really be
giving your opponents an excuse to deny you a sow action. If for some reason
your opponents all inexplicably avoid growing crops, he can help save you an
action or two.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
102,Cowherd,"Cowherd If you play this, it should be with the intention of taking the '1 cow' space
every turn. Doing this will generate a huge amount of food and deny your
opponents cattle, at least until they realize what you're up to and begin to
aggressively take the spot at 1 cow. This can be very powerful, but relies a
lot on your opponents not just taking 1 cattle for the 2 VPs to deny you.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
103,Crooked Plow,"Crooked Plow Crooked Plow The Crooked Plow is my vote for best plow in the
game (and consequently one of the best improvements, period). The occupation
requirement is trivial, and the three wood this takes is well worth the cost.
Even if you don't plan on planting anything in the fields, this is a 4 point
play with SP tacked on for good measure. You can't beat that.",5,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
104,Dancer,"Dancer Can generate a decent amount of food in the early game, but gets progressively
less useful as food becomes more plentiful. Generally, this needs to be played
early to be worth it. The card is helped by more TP cards - either for you or
your opponent. If you have them then you can sometimes set up a nice combo
where you are using TP every turn with some sort of bonus. If your opponent has
them you can use the Dancer to block the TP square in the early game, stunting
their development.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
105,Dock Worker,"Dock Worker This is the most inefficient conversion Occ in the game, but can have limited
use solely because of his versatility. You will almost never want to use him
simply because you're getting such a raw deal, but if the game is somehow
flooded with a particular resource (for instance, you have the Clay Mixer), he
can give you a resource that's comparatively scarce.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
106,Dovecote,"Dovecote Dovecote Two VPs for two stone is pretty much par, and the
food you get can be a nice boost. Nonetheless, when you play this card, you
need to make sure that you're not blowing your chance at a stone renovation.
Consider this card a luxury - if you have plenty of rocks then you might as
well, but you're not losing too much value just leaving this in your hand.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
107,Drinking Trough,"Drinking Trough Drinking Trough It's important to note that a stable is superior
to a Drinking Trough until you have at least 2 pastures. This is a significant
weakness, since early pastures are usually a bad deal. The reason for this is
that if you compare a single pasture to 2 stables, you can hold the same amount
of animals, but the stables can be built as a 'free' action when you
build rooms. The pasture, on the other hand, requires a full action on its own. That said, the Drinking Trough is still very
efficient at increasing your animal capacity once you have a couple of small
pastures up. While the improvement is often a mistake to play early, it can be
a nice play in the mid to late game if you haven't built stables yet.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
108,Duck Pond,"Duck Pond Duck Pond The only reason this isn't a 5-star card is that I
occasionally only want to play 1 occupation, and this is a small enough effect
that it's not worth playing another subpar occupation just to get this out. If you have 2 occupations out, you should pretty
much always play this.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
109,Early Riser," You can use Early Riser to set up a nice little food engine with 1 stable, 2 sheep and a Fireplace, or you can play it late just for the sheep. Either way, the effect is useful but limited. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,G (C)
110,Educator,"Educator This guy essentially can convert 2f into a free action, since you were going to
have to spend 1f on each occupation anyway. This is a decent conversion rate,
but you are going to need a ton of food to be able to feed both him and your
family. Most of the time Educator is played, it will be in tandem with a card
that gives food for playing occupations - Patron, Perpetual Student, or
Bookshelf. You can also combo it with some card that gives a ton of early food
(Dancer, Mushroom Collector, etc.).",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
111,Estate Manager,"Estate Manager In 3-p, this is obviously bad. A conditional 2 VPs for 1F1A? Really? Just plow
a field instead. In 4-p and 5-p, his conditions become too difficult to
actually achieve.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
112,Family Counselor," If you can get this to pay off without limiting your game much, it is potentially pretty strong. Hard to predict, though. ",4,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,F (C)
113,Farm Steward,"Farm Steward Excellent. Not only does this guy let you play your 'Family Growth without
Room' early, but you even get to play a minor improvement! This card is at its
best if you play it after you have a three room house.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
114,Farmer,"Farmer I don't think I've ever seen this guy used well. People seldom build fences
more than one or two times. The fact that it gives you a boar at the beginning
means that you have to build fences three three times
before you can get a breeding pair of cattle. That's far too much trouble to
ever be worth it.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
115,Feed Pellets,"Feed Pellets Feed Pellets I hate ragging on completely free improvements,
but this is definitely a niche ability. Veggies are worth 1 VP each, and
animals after your first one are always less than 1 VP. This means that a lot
of the time this is just not a good deal. There's also the awkwardness involved
with having plentiful veggies AND fences with animals in them (but not too many
animals!) - an uncommon situation to find yourself in, barring unusual
circumstances. The best use of this improvement is when an
occupation like the Undergardener has given you a ton of veggies. Since you're
probably going to easily max veggies, it can be nice to convert your excess
crops into some extra victory points. The card can also be a clunky way to get
a breeding pair of cattle - just take cattle at 1 and then trade in your veggie. Usually, this will have a marginal benefit, at
best. Still, it's hard to argue with the price-tag.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
116,Fence Builder,"Fence Builder People rarely fence more than twice, so this will probably only save you one
action. Considering you have to play this reasonably early, this will seldom be
worth it. The card has some utility when used to combo with things that give
benefits whenever you build fences.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
117,Fence Deliveryman,"Fence Deliveryman A steep cost, but 2 food is easily worth 4 wood, let alone the fact that you
can build the fences as a 'free' action. The food cost and fact that you have
to play this early limits the card's power, but this is a card that can be a
nice bonus if combo-ed with other rancher cards. Just make sure you play him in
the first round, so you can get fences before the second harvest.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
118,Fence Helper," Nice with a combo, such as Farmer or Animal Breeder, but otherwise only useful if you’re blocked on late fences. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,G (C)
119,Fence Overseer,"Fence Overseer This is somewhat better than the Fence Deliveryman - he does a similar thing,
but is a little more flexible since you only have to play him right before you
build your first stable. Getting the 7 wood, 2 reed and 1 food necessary to pay
for a room, a stable, and his ability can be rough, however.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
120,Fencer,"Fencer People rarely build just 4 fences worth of pastures, so you can expect to get 2
wood and not 1 wood nearly every time. However, even if you're ranching, you
generally only build fences once or twice. If there are 2 ranchers in a 4-p
game, this means that you can expect about 4 wood over time, plus some more in
the final round of the game (when it probably won't matter). This hardly seems
worth it.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
121,Field,"Field Field This is such a nice deal that it's often a bad
deal. If you play this card remotely early, you can pretty much count on your
left hand opponent using it to take SP later. Like Corn Sheaf, you need some
way to break the inherent symmetry of the card for this to be worth playing. If
you plan on actually using the field to grow crops, then it's usually a good
deal to play the card early. Otherwise, try to wait until the later rounds to
play it, as this will hopefully minimize the number of players that will be
able to use it after you.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
122,Field Warden,"Field Warden Guaranteeing you 'Take 1 Vegetable' is almost irrelevant, since that square is
usually unpopular enough that you can take it if you really want to. The real
draw of this card is the 'Plow and Sow' part. You can get 2 or 3 guaranteed
'Plow and Sow' actions, which is an undeniably strong spot. However, he's even
stronger than that. In the final round of the game, he ensures that you can
plow before before you plow and sow. This is always the
optimal order to do the two actions, and the Field Warden is one of the only
ways to enable this play.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
123,Field Watchman,"Field Watchman Even relatively new players immediately understand how strong this card is. My
brother likes to joke that Field Watchman is a one-card combo, since plowing
and taking a grain are so obviously synergistic. This guy feels dirty every time I bring him out (the Field Watchman, not my
brother).",5,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
124,Field Worker,"Field Worker In 3-p, this has marginal value, at best. There isn't really much sowing going
on in the 3 player game, which often can finish without the clay oven ever
being purchased. Moreover, since 3-p can only really support 1 baker, the card
only tends to deliver the full amount of grain when you aren't baking, making
the grain a marginal addition to your farm. In a 4 or 5 player game, buying one of the two Cooking Hearths basically forces
someone else to begin sowing. Still, you're only getting one food each time,
which isn't much of a benefit.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
125,Fieldsman,"Fieldsman This is a great card when combined with early vegetables, which tend to run out
too quickly. However, generally bakers will use it to get some extra grain in
the early game, then later easily max veggies with a single 'Plow and Sow.' All
in all, a decent card if you plan on sowing early.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
126,Fireplace,"Fireplace Fireplace There are two things that drive the early game:
the battle for 5W and 2R, and the fight for the early fireplace. Winning the
fireplace race is a boon, as it can singlehandedly ensure a windfall of early
game mutton. Your opponents will be forced to watch the sheep pile up, knowing
that the moment they make a move towards acquiring them, you will snatch them
up. And so, oftentimes, no one no one will do anything toward acquiring them, instead
fighting amongst each other for other early game sources of food. And the sheep
will continue to build up, doomed to eventually be cooked in your kitchen. There are two things to be careful of. The first
is that occasionally someone to your left will take SP, inadvertently giving
one of your right-hand opponents a 2-action window to build fences/cookery and
then snatch them up. The second is if an opponent has one of the few
improvement cards that can break your choke-hold (Animal Yard and Simple
Fireplace are both good examples). As such, the early fireplace is an interesting
exercise in risk assessment. The longer you wait, the bigger the reward, but
the greater chance that the game's inherently chaotic nature will let your
sheep escape to someone else's farm. In most games, the 3-clay fireplace is usually not
worth the buy. The main power of the fireplace is not for its late-game staying
power (barring strange games where you manage to only feed on sheep, you will
usually want to upgrade to a Cooking Hearth), but for its strategic early game
value. The exception to this is 2-p games, where clay is tight enough to make a
4-clay grab pretty much a pipe dream. Moreover, animals are tight enough that
if you don't eventually buy some animal cookery in a heads up match, your
opponent will become flooded with readily available food. If you find yourself with a fireplace, it's often
worth making the upgrade to a Cooking Hearth. However, there are certainly
times when secondary food sources like the Well will be able to let you subsist
entirely on sheep. The three clay fireplace is a three star card,
while the two clay fireplace is easily a five star card. The rating below
reflects an average of the two.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
127,first,"first grain, which is much more valuable than the
second grain that he gives you. Like always, the early veggies are tempting, but this is almost strictly
inferior to the Greengrocer.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,#N/A
128,Fish Seller, Only really worthwhile with a fishing combo of some sort. ,2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,H (C)
129,Fish Trap,"Fish Trap Fish Trap Is 1W worth the 2-5 food you'll eventually get
from it? Probably, but since you have to play this early, you won't always be
able to spare the wood and half-action for such a small effect. The card
becomes stronger in 4-p, where it combos very nicely with the RSF spot.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
130,Fisherman,"Fisherman Assuming you're playing with all of the decks, the various fisherman
improvements should be fairly rare. Even if one gets played, it's not too bad
because that player is less likely to take the Fishing spot from you to deny
you food. As a whole, this card works best when played with semi-experienced players.
Good players tend to avoid the fishing spot unless it gets to 4 or even more,
but will adjust to deny you the food if you let the spot get too high. Newer
players that struggle with feeding their family will take it when it's at 3 or
even 2. As a result, the presence of even one newbie can hurt this occ a lot.
The sweet spot is a group of players who are right in between: they can feed
their family reasonably well without resorting to fishing, but aren't too
concerned with what you're doing. That said, the ability to get 6 or even 8 food with a single action is amazing,
especially if this happens early. Just make sure you don't get too greedy;
players will eventually deny you the food if you let the spot pile too high.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
131,Fisherman’s Apprentice," Interesting variation on Puppeteer. Better than Puppeteer because it gives your opponents something, making it less likely for your opponents to boycott the space. Playing extra occupations is a pretty strong effect. ",4,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,B (C)
132,Fishing Rod,"Fishing Rod Fishing Rod Clearly worse than the Fish Trap, as you'd much
rather be getting food as a bonus from reed (something that you usually want
anyway) than on fishing, which is both unreliable and gives no benefit other
than food. Still, this will probably give a comparable amount of food over time.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
133,Flagon,"Flagon Flagon A cute, well-designed card. Usually worth spitting
out if the Well purchase is a sure thing, or better yet, already purchased.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
134,Flail,"Flail Flail When you're following the baking route, there can
be times later on where all you want to do is bake bread. In those situations,
this card can increase your efficiency, as plowing is pretty much always a good
action, whereas sowing requires empty fields. Unfortunately, this card suffers from the same
problem that the Builder's Trowel has - since you had to spend a half action
and a wood playing it, it doesn't really save you an action. Moreover, often
extra bake bread actions are unnecessary even when you're baking. However, the value of the the card definitely goes
up as you increase the number of players in the game. In 4-p and 5-p, it's not
uncommon to get blocked from the sow/bake spot, and this can be a great way
around this problem.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
135,Food Critic," Takes a heck of a lot of work to make this pay off. 6 bonus points from one occupation is nothing to sneeze at, but often isn’t worth all the bother. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,I (C)
136,Foreman,"Foreman A fascinating card. In order to get the most out of this occ, you are going to
need play well. The first step is taking starting player more than anyone else
(usually a good idea anyway). When you are SP, the Foreman is a no fuss 1 food,
which gets pretty powerful when you get one every round. Things get hairier when someone takes SP from you. At this stage, you're going
to need to see if there's an action that only you can take (build rooms, sow
and family growth are the most common ones). If not, bring on the AP, because
there is going to be a lot to consider when choosing where to place your food.
The first step is predicting what the players in front of you are going to do.
The second step is predicting how adding a food to each relevant square will
change what they do. The third step is figuring out how all this benefits you.
The complexities quickly become mind-boggling, and could probably be used to
make some fiendish puzzles. Still, if you can consistently get the food every turn or at least use the food
to get a square you otherwise couldn't have had, he is well worth bringing out
in the first round in a 4-p game. In 5-p, his utility goes down a bit.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
137,Forest Pasture,"Forest Pasture Forest Pasture This will always be a conditional card, but can be
a boon in the small subset of games that it's useful. If you have been cut off
from wood, this can be a wonderful way to start breeding boar. The main barrier
to entry is getting 3 occs out before the boar stacks at 2, and then actually
getting those boar to start breeding them.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
138,Forester,"Forester The card is a trap: it requires considerable setup, and then doesn't give a
suitably large payoff. In order to get the most out of the card, you're going
to need to play him and sow in Stage 1. The reason for this is that you cannot
afford to loan him 3 wood in stage 2, since you need to be building rooms for
family growth then. By stage 3, the extra wood will probably be coming in too
late to be relevant. So let's say you set out to play him in stage 1. You're going to need to take
wood (never a problem), play him, and sow. But wait! If you're only using the
sow to plant your 3 wood, you're using your actions inefficiently. Just compare
taking 3 wood three times to playing him, taking three wood and sowing. One
gives you the wood now and denies your opponents, the other gives the wood much
later and lets your opponents have free reign. So in order to make the card
more efficient, you're going to need to sow something else. This is a minimum
of 2 more actions. Devoting so many actions to this plan ahead of time
restricts your ability to adapt to your opponents. If the starting player
inexplicably passes on 2 reed, for instance, you're going to have to let it go
by as well, instead spending one of your actions to further develop your cute
little wood engine. The card is also limited by the number of harvests (6). You're never going to
be able to sow wood on this more than twice. One neat trick is that the wood remaining on the card at the end of the game
counts towards the Joinery, even if you haven't harvested yet. As a result, you
shouldn't be too worried about getting more wood on the card after all of the
wood comes off the second time - just keep the wood until you plow and sow, and
you'll have 9 wood ready to be converted to 3 VP at the end of the game. Bottom line: this card requires a lot of work to be clearly better than just
taking more wood.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
139,Frame Builder,"Frame Builder Clearly you need to be building clay and/or stone rooms to make this Occupation
worth it. Building any non-wood rooms is usually a bad idea, and this doesn't
help matters enough to make me change my mind. This is really just another bad
conversion Occ in disguise. This time, one wood for 1 clay or 1 stone is an
actually good deal, but you have to jump through an extremely impractical hoop
to use it.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
140,Freeloader," One of the strongest cards in the set, but not quite as overpowered as it might seem at first. Ensures you won’t fall behind on Family Growth, but most rounds only allows you to take one great action instead of another, slightly less great action. ",5,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,J (C)
141,Fruit Tree,"Fruit Tree Fruit Tree Getting three occs out before round 8 is tough, so
you won't be getting the full food bonus a lot of the time. Still, even if you
only get 3-4 food out of this, it's always worth playing. There's enough of a
potential reward here that it can even be worth rushing out in the midgame. While most 3 occ improvements are conditional on
you having good occupations, this gets the extra star simply because its effect
is usually tempting enough to get it out even if one of my occupations is a
subpar action. A potential 7 food for no cost is very strong.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
142,Gardener,"Gardener This would be amazing if veggie points didn't max at 4. As is, if you're
harvesting enough veggies to make the Gardener's effect significant, you should
have no problem maxing veggies without him. As a result, he should be viewed
completely as a powerful food source that usually comes a bit too late in the
game to be truly broken. This card can be very strong if you have some other occupation that provides
early vegetables. One of the problems with early vegetables is always that you
have to spend a lot of actions resowing your vegetables. This can be a nice
solution.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
143,Glass Blower," Great alternate way to feed, once you have an oven. Can solve your food problems more effectively than most other occupations. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,H (K)
144,Glutton, Only useful if you have an absurd food engine. Most times 3f/VP is just not a good enough deal to play this. ,1,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,J (C)
145,Goose Pond,"Goose Pond Goose Pond Almost strictly worse than the Fruit Tree, but
still worth playing if you can meet the prerequisites. Unlike the Fruit Tree,
this is clearly never worth rushing.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
146,Grafter," Neat effect, and If you can get grain and veggie breeding early it can be pretty strong, but that requires a fair bit of effort. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,B (K)
147,Grain Cart,"Grain Cart Grain Cart Although the prerequisites and cost require some
work, this card is a powerhouse. It completely circumvents the usual downside
of baking, which is that you have to get 2 grain fields sown early. With this
card, 1 or 2 'Take Grain' actions should be enough to keep you baking
for quite some time. You probably won't have to sow at all until the 3rd
harvest, and even that can be circumvented if you have an alternative way to
get bake actions.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
148,Grain Farmer," Combo card. Only worth playing if you have some sort of great early-grain engine, like Field Watchman. Even then, grain can become food without help. ",1,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,E (K)
149,Grain Lover," Nice kick-start to your grain, nice 2 points if you can get them. Doesn’t fit in well with other early grain cards, though. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,K (K)
150,Granary,"Granary Granary This is prohibitively expensive for its effect.
Due to its low VP efficiency, grain is something best acquired early or not at
all. Unless you're playing some funky baking strategy that's light on grain
fields, you will probably always have something better to do in the early game
with your 3 wood/clay.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
151,Greengrocer,"Greengrocer Very good. Plow two fields, take a grain and a veggie, and sow away. He suffers
a bit from splitting you two ways - a part of you wants to use the early
veggies for food with a cooking hearth, while the grain he forces you to take
leans you toward baking. This prevents him from being a 5 star card, but he is
still great.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
152,Greenhouse,"Greenhouse Greenhouse With practically no prerequisite and a very cheap
cost, this is a great card. Played early, this can get you a vegetable to sow
before the second harvest. Played in round 7, it's still almost a straight up
4VP play for 2W (1 from the improvement, 2 for your first veggie, one for your
second), as one food should usually be pretty easy to get by rounds 11 and 14.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
153,Grocer,"Grocer Once you get the grain and the veggie, he's already paid for himself in actions
since normally you have to use a full action to take either. The resources you
get along the way are gravy. That said, you're going to need a good food engine to support him. I've seen at
least a couple of times where someone plays him and then is forced to leave him
unused as they scramble to feed their family. However, provided you are able to support him, he is extremely powerful.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
